"Country","Age","Gender","Kids","Education","WorkStatus","Income","Job","ExpYears","ExpMonths","Community","Marital","Sons","Daughters","DPQues1","DPQues2","DPQues3","DPQues4","DPQues5","AIPQues1","AIPQues2","AIPQues3","AIPQues4","AIPQues5","AIPQues6","AIPQues7","AIPQues8","AIPQues9","AIPQues10","AIPQues11","AIPQues12","AIPQues13","AIPQues14","AIPQues15","GPQues1","GPQues2","GPQues3","GPQues4","GPQues5","GPQues6","GPQues7","GPQues8","GPQues9","GPQues10","GPQues11","GPQues12","GPQues13","GPQues14","GPQues15","GPQues16","GPQues17","GPQues18","GPQues19","GPQues20","SWLSQues1","SWLSQues2","SWLSQues3","SWLSQues4","SWLSQues5","SelfQuestion","OthQuestion","GPMean","AIPMean","SWLSMean","DPMean","HDI","Category","matching"
"United States",28,"Male","No","deg","full-time",67500,"Na",2,1,"Village","Single",0,0,3,4,3,3,3,2,2,4,2,3,3,3,4,3,3,4,2,3,2,5,5,1,3,4,3,3,5,4,5,4,4,4,4,4,4,5,4,4,5,4,1,1,2,2,2,"yes","yes",4,3,1.6,3.2,0.92,"Very high human development",1
"United States",32,"Female","No","deg","unemployed",0,"Na",0,0,"Small Town","Married",0,0,5,5,5,5,5,3,1,5,3,5,2,5,4,3,4,4,3,4,3,5,5,2,1,4,3,2,5,5,5,2,3,4,4,2,4,4,3,5,5,5,1,1,1,3,2,"yes","yes",3.6,3.6,1.6,5,0.92,"Very high human development",1
"United States",37,"Female","No","ma","part-time",10000,"Na",3,11,"Medium-Sized","Married",0,0,4,2,4,2,2,1,3,5,4,3,2,4,4,3,4,3,4,4,3,3,4,3,4,1,3,2,2,4,4,2,4,4,1,4,5,5,5,5,5,4,3,3,3,4,3,"yes","yes",3.5,3.3,3.2,2.8,0.92,"Very high human development",1
"United States",37,"Male","Yes","ma","full-time",87500,"Na",3,0,"Village","Married",1,0,4,3,3,2,1,1,1,4,3,2,1,2,3,2,3,2,3,1,2,3,3,2,3,2,3,3,3,4,3,2,3,3,1,2,3,4,3,4,2,3,5,5,5,5,3,"yes","no",2.8,2.2,4.6,2.6,0.92,"Very high human development",0
"United States",45,"Male","Yes","deg","unemployed",10000,"Na",5,0,"Large Town","Married",2,0,4,5,5,4,4,3,4,5,5,5,3,5,5,5,5,4,5,5,5,5,5,3,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,"yes","yes",4.8,4.6,1.6,4.4,0.92,"Very high human development",1
"United States",21,"Male","No","ltuni","student",25000,"Student",0,1,"Village","Single",0,0,1,1,2,2,1,1,2,5,2,5,4,2,5,4,3,3,3,4,2,2,4,1,2,4,2,1,2,3,5,3,5,5,3,4,5,5,5,3,5,5,4,4,4,3,3,"yes","yes",3.6,3.1,3.6,1.4,0.92,"Very high human development",1
"United States",32,"Female","No","phd","full-time",67500,"Na",0,1,"Large Town","Married",0,0,4,2,3,1,1,1,1,2,2,1,3,2,2,1,3,3,1,4,1,2,3,1,1,2,3,1,3,3,4,2,2,3,2,2,3,4,3,2,3,2,3,3,4,3,4,"no","no",2.5,1.9,3.4,2.2,0.92,"Very high human development",1
"United States",55,"Female","Yes","ltuni","student",35000,"Student",5,6,"Medium-Sized","Married",1,1,2,3,2,2,2,2,1,4,2,2,4,3,4,1,3,4,2,3,1,4,4,2,3,1,3,2,3,2,3,1,4,3,4,3,4,4,4,5,3,4,3,5,3,4,3,"yes","yes",3.1,2.7,3.6,2.2,0.92,"Very high human development",1
"United States",45,"Female","Yes","ma","full-time",55000,"Na",7,0,"Large Town","Married",1,1,2,2,1,1,1,1,1,2,4,2,1,2,4,1,2,2,2,2,1,2,4,1,2,5,2,1,2,1,1,2,5,4,4,4,2,5,4,1,5,2,4,4,4,5,4,"yes","yes",2.8,1.9,4.2,1.4,0.92,"Very high human development",1
"United States",80,"Female","Yes","ma","retired",150000,"Na",13,0,"Large Town","Widowed",1,0,5,3,4,3,1,1,1,4,1,2,5,1,3,1,5,2,1,2,1,1,5,1,1,3,3,1,2,3,5,1,1,4,1,1,2,4,1,5,5,4,5,5,5,4,5,"yes","no",2.6,2.1,4.8,3.2,0.92,"Very high human development",0
"United States",67,"Male","Yes","ma","full-time",150000,"Na",0,0,"Rural/Country","Married",1,3,4,4,4,3,3,1,1,1,4,4,4,5,4,3,4,2,2,2,2,4,4,1,3,2,2,1,3,4,5,3,4,4,2,4,4,4,3,3,2,3,4,4,4,4,4,"yes","yes",3,2.9,4,3.6,0.92,"Very high human development",1
"United States",28,"Female","No","ma","student",15000,"Student",2,0,"Small Town","Single",0,0,3,4,3,2,2,2,4,4,5,2,3,4,4,1,4,5,5,5,5,3,5,2,3,4,3,4,5,4,4,3,5,4,4,5,4,4,3,3,5,4,3,4,4,5,4,"yes","yes",3.9,3.7,4,2.8,0.92,"Very high human development",1
"United States",28,"Female","No","ma","student",15000,"Student",1,9,"Small Town","Divorced",0,0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",3.4,3.7,2.8,2.4,0.92,"Very high human development",1
"United States",22,"Female","No","ltuni","student",10000,"Student",0,0,"Medium-Sized","Single",0,0,4,5,5,5,5,2,2,4,3,2,3,3,4,1,4,2,2,3,2,3,3,2,2,4,4,3,5,4,4,3,3,4,4,3,4,3,2,4,5,4,2,3,3,2,4,"yes","no",3.5,2.7,2.8,4.8,0.92,"Very high human development",0
"United States",55,"Female","Yes","ltuni","retired",0,"Na",0,0,"Medium-Sized","Married",1,0,3,2,2,2,2,1,1,4,4,2,2,3,3,3,4,4,2,2,2,1,2,2,2,1,1,1,3,2,4,1,2,4,3,3,3,4,3,4,4,3,4,4,4,4,4,"yes","no",2.6,2.5,4,2.2,0.92,"Very high human development",0
"United States",37,"Female","No","phd","full-time",250000,"Na",13,0,"Large Town","",0,0,2,3,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,3,3,4,4,4,"no","no",1.4,1.3,3.6,1.8,0.92,"Very high human development",1
"United States",67,"Female","No","ltuni","full-time",87500,"Na",0,0,"Medium-Sized","Married",0,0,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,3,3,5,5,4,"no","no",1.5,1.3,4,1.4,0.92,"Very high human development",1
"United States",55,"Male","Yes","high","part-time",15000,"Na",0,0,"Medium-Sized","Separated",0,1,4,4,4,4,4,5,2,2,3,4,3,4,5,4,5,4,4,5,3,4,4,4,3,4,4,3,5,2,4,4,3,4,5,3,5,5,5,4,4,4,2,2,2,2,1,"yes","yes",4,3.8,1.8,4,0.92,"Very high human development",1
"United States",45,"Male","Yes","ma","full-time",25000,"Na",5,0,"Large Town","Married",0,1,4,3,4,3,3,3,3,2,3,3,2,2,5,4,4,4,3,3,2,4,4,3,4,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,3,3,2,2,"yes","yes",3.6,3.1,2.6,3.4,0.92,"Very high human development",1
"United States",45,"Female","No","deg","full-time",87500,"Na",9,0,"Village","Single",0,0,2,2,5,2,2,1,1,3,1,1,1,1,1,1,2,4,4,4,1,1,2,1,2,1,1,3,2,3,2,1,2,2,1,5,2,5,4,2,2,3,2,2,2,2,1,"no","no",2.3,1.8,1.8,2.6,0.92,"Very high human development",1
"United States",80,"Female","Yes","ltuni","retired",45000,"Na",0,0,"Village","Widowed",1,1,4,3,3,1,1,1,1,5,4,1,4,2,3,1,5,1,3,2,1,1,4,1,1,2,1,2,3,1,4,1,3,3,3,2,2,4,1,3,3,3,3,4,4,4,2,"no","no",2.4,2.3,3.4,2.4,0.92,"Very high human development",1
"United States",45,"Female","No","ma","full-time",55000,"Na",14,0,"Small Town","Single",0,0,3,3,2,3,3,5,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,2,3,5,1,4,4,4,3,4,4,5,4,4,5,5,3,4,4,2,3,2,1,2,"yes","yes",3.8,3.6,2,2.8,0.92,"Very high human development",1
"United States",28,"Female","No","ma","student",15000,"Student",1,9,"Small Town","Divorced",0,0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",3.4,3.7,2.8,2.4,0.92,"Very high human development",1
"United States",45,"Female","Yes","deg","full-time",67500,"Na",12,0,"Small Town","Married",1,1,3,2,3,3,2,1,1,1,3,3,2,3,3,2,3,1,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,1,2,3,3,3,2,2,2,4,3,4,4,3,"yes","no",2.4,2.2,3.6,2.6,0.92,"Very high human development",0
"United States",55,"Female","Yes","ma","full-time",150000,"Na",13,0,"Large Town","Married",0,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,4,1,4,3,2,3,2,2,1,2,4,5,5,5,5,"no","no",1.8,1.3,4.8,1.4,0.92,"Very high human development",1
"United States",37,"Female","No","ma","full-time",35000,"Na",4,6,"Village","Single",0,0,1,2,2,2,2,1,4,3,4,2,3,3,4,3,4,4,5,4,4,4,3,1,3,4,2,3,2,1,2,4,4,2,2,4,4,1,1,3,2,4,3,4,4,3,1,"yes","no",2.6,3.5,3,1.8,0.92,"Very high human development",0
"United States",55,"Male","Yes","phd","part-time",150000,"Na",12,0,"Village","Married",2,0,2,1,1,1,5,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,1,1,1,1,1,1,3,1,2,4,4,5,5,3,"no","no",1.4,1.3,4.2,2,0.92,"Very high human development",1
"United States",28,"Male","No","deg","full-time",45000,"Na",1,10,"Village","Single",0,0,4,4,4,3,3,3,4,5,4,4,2,4,4,4,4,5,5,4,5,4,5,2,4,5,4,4,4,4,5,3,4,4,4,5,5,5,4,4,4,5,3,3,4,4,4,"yes","yes",4.2,4.1,3.6,3.6,0.92,"Very high human development",1
"United States",28,"Female","Yes","ltuni","full-time",35000,"Na",3,0,"Village","Single",1,0,5,5,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,3.7,1,5,0.92,"Very high human development",1
"United States",28,"Female","No","ma","student",15000,"Student",3,0,"Large Town","Single",0,0,3,1,2,2,2,3,2,3,4,5,5,3,4,5,5,4,3,5,4,5,5,2,1,2,3,3,2,3,5,1,4,5,3,3,5,4,4,5,5,5,2,3,2,4,1,"yes","yes",3.5,4,2.4,2,0.92,"Very high human development",1
"United States",45,"Female","Yes","ltuni","full-time",67500,"Na",5,0,"Village","Single",0,1,4,4,5,3,3,3,3,4,4,4,2,4,5,4,4,4,5,5,4,4,4,3,5,3,4,4,4,4,5,4,5,5,4,4,5,5,4,5,5,5,1,1,2,1,2,"yes","yes",4.3,3.9,1.4,3.8,0.92,"Very high human development",1
"United States",37,"Female","Yes","phd","unemployed",10000,"Na",0,8,"Small Town","Married",1,0,4,4,4,4,4,1,3,4,4,3,4,5,4,2,4,5,5,1,4,3,4,2,3,3,3,2,4,5,4,4,4,4,1,1,5,2,3,4,4,4,3,3,2,4,3,"yes","yes",3.3,3.5,3,4,0.92,"Very high human development",1
"United States",55,"Male","No","deg","unemployed",10000,"Na",0,0,"Village","Single",0,0,2,3,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,3,3,2,2,3,3,2,2,3,3,4,2,3,3,2,3,2,1,1,3,3,1,"no","no",2.5,1.4,1.8,2.2,0.92,"Very high human development",1
"United States",55,"Female","Yes","phd","part-time",45000,"Na",0,0,"Village","Married",2,0,3,3,3,3,3,1,1,1,3,3,2,2,3,2,5,3,4,1,2,1,2,1,2,3,2,5,3,4,4,2,3,3,2,2,3,4,1,5,5,2,2,2,2,4,3,"yes","no",2.9,2.3,2.6,3,0.92,"Very high human development",0
"United States",21,"Male","No","ltuni","student",10000,"Student",3,0,"8","Single",0,0,4,4,4,5,5,4,4,5,2,5,4,5,4,4,5,3,4,5,4,5,2,2,5,4,5,3,4,3,5,3,3,5,2,3,5,4,3,4,4,5,2,2,2,3,2,"yes","yes",3.7,4.2,2.2,4.4,0.92,"Very high human development",1
"United States",25,"Male","No","deg","full-time",250000,"Na",3,0,"Village","Single",0,0,5,4,3,4,4,3,4,5,4,3,1,5,3,3,4,5,4,5,4,3,4,3,2,5,5,4,4,3,4,3,3,4,5,4,4,1,4,3,5,4,4,4,4,4,4,"yes","yes",3.7,3.7,4,4,0.92,"Very high human development",1
"United States",28,"Male","No","ma","full-time",87500,"Na",1,8,"Small Town","Married",0,0,5,5,3,3,4,2,1,1,2,5,5,5,4,5,5,5,1,2,1,5,5,1,3,1,2,2,5,3,5,1,4,5,2,4,5,4,2,5,5,5,1,2,1,1,1,"yes","yes",3.5,3.3,1.2,4,0.92,"Very high human development",1
"United States",45,"Female","No","ma","student",55000,"Student",0,0,"Village","Single",0,0,5,5,5,3,3,2,1,5,2,4,3,4,4,4,5,3,2,3,2,4,4,2,3,4,4,4,4,3,5,5,4,4,3,4,4,4,4,4,4,4,2,3,3,2,2,"yes","no",3.8,3.2,2.4,4.2,0.92,"Very high human development",0
"United States",32,"Female","No","ma","full-time",67500,"Na",1,4,"Large Town","Single",0,0,3,3,2,2,2,1,1,1,3,1,3,2,2,1,2,1,1,2,1,2,3,2,1,2,2,2,3,3,4,3,4,4,1,2,1,1,1,2,2,4,2,4,4,3,3,"yes","no",2.4,1.6,3.2,2.4,0.92,"Very high human development",0
"United States",45,"Male","Yes","deg","full-time",150000,"Na",12,0,"Small Town","Married",1,0,3,2,2,2,2,1,1,5,2,2,3,2,3,2,2,1,1,2,2,2,3,3,4,5,2,2,3,2,4,2,4,3,2,3,2,5,2,2,4,4,3,3,3,3,2,"yes","no",3,2.1,2.8,2.2,0.92,"Very high human development",0
"United States",55,"Female","Yes","deg","retired",150000,"Na",0,0,"Small Town","Married",1,1,2,2,2,1,1,1,2,2,4,2,1,3,3,1,4,2,3,3,3,1,4,1,3,4,1,3,3,4,3,3,3,3,3,4,4,3,2,5,3,3,3,3,3,4,4,"yes","no",3.1,2.3,3.4,1.6,0.92,"Very high human development",0
"United States",21,"Male","No","ltuni","full-time",35000,"Na",3,0,"Large Town","Single",0,0,4,4,5,3,3,2,2,5,1,1,1,4,4,2,2,4,1,1,1,5,5,1,5,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,4,4,4,4,2,"yes","yes",4.2,2.4,3.6,3.8,0.92,"Very high human development",1
"United States",21,"Female","No","dip","student",10000,"Student",2,0,"Small Town","Single",0,0,3,4,3,2,2,3,2,2,3,2,3,2,3,2,3,4,3,3,3,3,2,2,2,4,5,2,2,3,3,3,4,3,2,3,3,4,4,3,4,4,3,3,2,2,3,"yes","yes",3.1,2.7,2.6,2.8,0.92,"Very high human development",1
"United States",37,"Female","No","deg","part-time",10000,"Na",0,2,"Large Town","Single",0,0,4,4,4,3,3,2,4,4,5,3,1,5,4,2,4,4,5,2,5,4,4,1,3,5,2,2,4,4,4,5,5,4,2,4,3,5,4,5,4,2,2,1,2,1,1,"yes","yes",3.6,3.6,1.4,3.6,0.92,"Very high human development",1
"United States",22,"Female","No","deg","full-time",45000,"Na",0,3,"","Single",0,0,4,3,2,1,1,1,1,1,2,1,2,3,3,1,3,3,2,1,1,1,4,3,2,2,2,2,4,2,4,2,3,3,1,2,3,4,1,3,4,3,3,3,4,4,3,"yes","no",2.7,1.7,3.4,2.2,0.92,"Very high human development",0
"United States",32,"Female","No","ma","unemployed",35000,"Na",4,0,"Village","Single",0,0,5,5,4,4,3,2,4,4,5,5,3,5,3,4,5,2,5,3,5,5,5,3,3,4,5,2,3,3,5,5,5,5,1,2,3,3,3,3,4,3,3,4,2,3,2,"yes","no",3.5,4,2.8,4.2,0.92,"Very high human development",0
"United States",32,"Female","No","phd","full-time",55000,"Na",5,0,"Rural/Country","Single",0,0,4,3,3,1,1,1,2,5,4,2,3,4,5,2,4,3,3,4,2,3,3,1,1,5,3,4,2,3,5,2,4,5,1,1,4,3,2,3,4,4,4,4,4,4,3,"yes","no",3,3.1,3.8,2.4,0.92,"Very high human development",0
"United States",67,"Male","No","ltuni","part-time",15000,"Na",3,7,"Small Town","Divorced",0,0,5,5,4,4,4,4,2,5,4,4,3,4,4,4,4,4,3,5,2,5,5,3,4,5,4,3,4,4,4,3,3,4,4,4,4,5,4,4,5,5,2,2,3,2,4,"yes","yes",4,3.8,2.6,4.4,0.92,"Very high human development",1
"United States",24,"Female","No","ltuni","full-time",0,"Na",0,1,"Large Town","Single",0,0,4,4,3,3,3,5,4,3,5,4,3,4,4,4,4,4,4,2,5,3,4,2,3,4,3,2,4,3,3,1,3,4,2,3,4,4,4,4,5,3,2,2,3,2,2,"yes","yes",3.2,3.9,2.2,3.4,0.92,"Very high human development",1
"United States",67,"Female","Yes","phd","part-time",35000,"Na",0,0,"Small Town","Divorced",2,0,2,3,2,1,1,1,1,2,3,3,1,4,5,2,5,1,4,3,2,4,4,1,1,1,1,2,4,3,5,4,4,5,2,1,5,2,2,4,3,4,3,3,3,2,4,"yes","yes",2.9,2.7,3,1.8,0.92,"Very high human development",1
"United States",25,"Female","No","deg","full-time",15000,"Na",2,0,"Village","Single",0,0,4,4,3,4,4,3,1,5,3,2,1,3,4,1,2,4,1,2,1,5,5,2,3,5,3,3,4,4,4,4,1,5,3,2,5,2,4,5,5,5,3,3,2,3,3,"yes","yes",3.7,2.5,2.8,3.8,0.92,"Very high human development",1
"United States",28,"Female","No","dip","full-time",35000,"Na",1,11,"Small Town","Single",0,0,3,2,2,2,2,2,1,5,2,1,1,2,3,2,3,4,3,4,2,3,3,4,4,2,5,5,1,3,1,4,4,4,3,5,3,5,5,3,5,3,3,2,2,3,3,"yes","yes",3.6,2.5,2.6,2.2,0.92,"Very high human development",1
"United States",21,"Female","No","ltuni","student",0,"Student",0,0,"Village","Single",0,0,3,2,3,2,2,3,1,2,1,3,2,4,4,3,4,3,2,3,2,4,3,3,3,4,4,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,2,3,3,3,"yes","yes",3.1,2.7,2.8,2.4,0.92,"Very high human development",1
"United States",28,"Female","No","phd","student",25000,"Student",5,0,"Large Town","Single",0,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,"yes","no",2.9,2.9,2.6,3,0.92,"Very high human development",0
"United States",37,"Male","Yes","ltuni","full-time",150000,"Na",0,0,"Rural/Country","Married",1,1,4,4,4,4,4,4,3,5,4,3,3,3,4,3,3,4,4,4,4,4,3,1,4,5,2,5,1,4,4,4,2,4,3,4,4,4,4,4,2,4,3,3,4,4,3,"yes","yes",3.4,3.7,3.4,4,0.92,"Very high human development",1
"United States",45,"Male","No","high","full-time",150000,"Na",0,0,"Large Town","Married",0,0,3,2,2,2,2,1,2,3,3,3,2,3,3,3,3,2,3,2,2,3,4,2,2,2,1,2,3,2,3,4,2,3,2,2,3,3,2,4,3,3,1,2,2,2,1,"yes","no",2.6,2.5,1.6,2.2,0.92,"Very high human development",0
"United States",32,"Male","No","ma","full-time",35000,"Na",6,0,"Rural/Country","Single",0,0,3,4,4,4,4,1,2,2,4,4,4,4,4,4,4,1,4,1,4,4,4,1,5,4,1,2,4,3,4,4,4,4,5,3,4,1,1,4,5,4,2,3,3,2,1,"yes","yes",3.4,3.1,2.2,3.8,0.92,"Very high human development",1
"United States",45,"Male","No","deg","unemployed",150000,"Na",0,0,"Large Town","Single",0,0,4,3,4,4,4,2,5,5,5,4,3,2,5,5,5,5,5,4,3,5,5,2,4,5,5,4,3,2,5,3,2,4,4,5,4,5,5,5,5,5,1,1,2,1,1,"yes","yes",4.1,4.2,1.2,3.8,0.92,"Very high human development",1
"United States",55,"Female","Yes","deg","full-time",25000,"Na",0,8,"Small Town","Married",2,2,4,4,4,4,4,5,3,5,5,2,5,3,4,1,5,5,5,5,3,5,5,3,4,2,5,4,5,4,5,3,5,4,4,4,4,5,5,5,5,4,1,1,1,1,1,"yes","yes",4.2,4.1,1,4,0.92,"Very high human development",1
"United States",37,"Female","No","","full-time",67500,"Na",10,0,"Rural/Country","Single",0,0,4,4,5,4,4,1,1,5,2,1,1,2,2,1,1,2,1,3,1,1,2,1,3,1,3,2,3,4,4,2,2,3,2,4,3,5,3,3,3,3,3,3,3,3,3,"yes","no",2.8,1.7,3,4.2,0.92,"Very high human development",0
"United States",67,"Female","Yes","phd","full-time",150000,"Na",0,0,"Small Town","Widowed",3,2,4,4,4,3,3,1,1,2,5,3,5,5,5,4,5,2,2,4,2,5,5,4,4,2,2,2,5,3,5,5,4,5,3,4,4,4,3,5,4,5,3,4,5,5,1,"yes","no",3.9,3.4,3.6,3.6,0.92,"Very high human development",0
"United States",55,"Female","Yes","phd","full-time",87500,"Na",0,0,"Village","Married",2,0,4,4,4,2,2,1,2,4,5,5,4,2,3,3,5,4,5,3,5,4,4,3,3,5,5,4,4,4,4,5,4,5,5,5,4,5,4,4,3,4,3,3,3,3,2,"yes","yes",4.2,3.7,2.8,3.2,0.92,"Very high human development",1
"United States",45,"Male","No","high","unemployed",25000,"Na",3,4,"Large Town","Married",0,0,5,5,4,3,3,2,5,4,5,5,5,5,5,4,5,3,5,3,5,5,5,2,5,5,2,2,5,4,5,5,4,5,2,3,4,5,4,5,5,5,2,3,2,3,1,"yes","yes",4.1,4.4,2.2,4,0.92,"Very high human development",1
"United States",55,"Male","Yes","phd","full-time",250000,"Na",0,0,"Small Town","Married",1,1,3,3,3,2,2,1,2,5,2,4,3,2,3,2,3,3,3,3,2,3,3,3,4,1,2,3,3,3,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,2,"yes","yes",3,2.7,2.8,2.6,0.92,"Very high human development",1
"United States",32,"Female","Yes","ltuni","full-time",15000,"Na",10,0,"Rural/Country","Separated",3,1,3,2,1,1,1,4,3,1,2,2,5,2,3,2,5,3,3,2,1,4,3,1,5,5,3,2,1,3,3,2,5,4,5,5,4,5,4,3,3,2,1,1,1,1,1,"no","yes",3.4,2.8,1,1.6,0.92,"Very high human development",0
"United States",45,"Female","No","deg","full-time",0,"Na",6,0,"Village","Divorced",0,0,3,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,2,2,4,2,2,3,3,4,1,2,4,3,2,2,4,1,2,3,3,3,4,3,4,2,"yes","no",2.6,1.2,3.2,2.2,0.92,"Very high human development",0
"United States",55,"Female","Yes","ma","full-time",45000,"Na",0,0,"Large Town","Married",1,2,3,3,3,2,2,2,2,4,4,2,2,4,4,3,4,4,4,2,3,2,3,2,3,2,3,3,3,3,3,3,4,4,2,3,4,4,3,4,3,2,4,5,5,5,4,"yes","yes",3,3.1,4.6,2.6,0.92,"Very high human development",1
"United States",45,"Female","No","ma","full-time",87500,"Na",0,0,"8","Married",0,0,2,2,2,2,2,1,2,3,3,4,3,3,3,4,4,3,3,2,2,2,3,1,1,1,1,3,2,3,4,3,3,4,1,2,3,3,1,4,4,4,3,3,4,4,3,"yes","no",2.5,2.8,3.4,2,0.92,"Very high human development",0
"United States",45,"Female","Yes","deg","part-time",0,"Na",4,0,"","Married",1,0,4,4,4,4,4,3,1,5,1,4,3,4,5,4,4,4,5,5,5,5,5,3,3,4,2,5,2,5,5,5,2,4,5,4,5,5,4,5,2,4,2,2,2,2,1,"yes","yes",4,3.9,1.8,4,0.92,"Very high human development",1
"United States",32,"Female","Yes","deg","full-time",67500,"Na",3,0,"Village","Married",0,1,3,2,1,1,1,1,1,3,2,2,2,2,3,2,3,2,3,3,2,3,3,2,3,3,1,3,1,2,3,2,2,3,2,3,4,4,3,3,2,2,4,4,4,4,4,"yes","no",2.5,2.3,4,1.6,0.92,"Very high human development",0
"United States",55,"Male","No","ma","full-time",55000,"Na",0,0,"","Married",0,0,3,3,3,2,2,1,1,2,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,1,4,2,1,3,2,1,1,1,1,2,2,2,1,2,2,2,4,4,4,4,4,"no","no",1.7,1.3,4,2.6,0.92,"Very high human development",1
"United States",28,"Female","No","deg","part-time",15000,"Na",1,0,"Village","Single",0,0,4,3,3,3,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,3,3,4,2,"yes","yes",3.6,3.9,3,3.2,0.92,"Very high human development",1
"United States",19,"Female","No","ltuni","student",10000,"Student",1,0,"Village","Single",0,0,4,3,4,2,1,1,3,3,4,1,2,1,1,1,2,2,4,2,4,1,3,3,2,3,4,2,2,3,3,3,3,3,1,3,2,3,3,1,2,1,4,3,3,3,2,"yes","no",2.5,2.1,3,2.8,0.92,"Very high human development",0
"United States",45,"Female","Yes","deg","student",250000,"Student",2,0,"Small Town","Married",0,2,3,1,1,1,1,2,1,4,4,1,2,2,2,2,1,3,3,4,2,3,3,2,2,4,4,4,3,4,3,1,2,2,4,4,2,2,2,4,3,2,3,4,3,4,3,"no","yes",2.8,2.4,3.4,1.4,0.92,"Very high human development",0
"United States",45,"Female","No","phd","full-time",35000,"Na",1,0,"Medium-Sized","Married",0,0,1,2,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,3,2,1,3,1,1,2,1,2,2,2,2,1,3,2,2,3,3,5,3,2,2,2,4,5,5,5,3,"yes","no",2.2,1.7,4.4,1.2,0.92,"Very high human development",0
"United States",45,"Female","No","deg","full-time",87500,"Na",12,0,"Large Town","Single",0,0,4,3,2,2,2,1,1,1,2,3,2,4,4,3,3,1,3,3,3,3,4,2,3,2,4,3,3,3,3,2,3,3,2,3,4,4,3,4,4,3,3,3,3,3,2,"yes","yes",3.1,2.5,2.8,2.6,0.92,"Very high human development",1
"United States",37,"Male","Yes","dip","full-time",55000,"Na",5,10,"Large-City","Married",1,1,4,4,2,3,3,4,4,2,4,4,2,3,5,3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,5,"yes","yes",3.8,3.6,3.6,3.2,0.92,"Very high human development",1
"United States",23,"Male","No","ltuni","part-time",15000,"Na",0,3,"Village","Single",0,0,4,4,3,3,3,3,3,4,4,3,2,4,3,3,3,4,4,4,3,3,4,3,2,4,3,2,4,4,4,4,5,4,3,4,3,4,4,3,3,4,4,3,3,4,4,"yes","yes",3.5,3.3,3.6,3.4,0.92,"Very high human development",1
"United States",45,"Male","Yes","deg","full-time",67500,"Na",12,7,"Large Town","Married",1,1,3,4,3,3,2,1,2,2,3,3,4,4,3,3,4,4,2,3,2,2,4,2,4,1,4,2,3,3,3,3,2,3,3,4,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3.1,2.8,2.8,3,0.92,"Very high human development",1
"United States",37,"Male","Yes","ma","full-time",250000,"Na",10,0,"Rural/Country","Married",3,0,5,5,4,3,3,3,2,4,4,4,4,5,5,2,5,5,3,5,3,3,5,4,4,5,4,3,3,4,5,5,4,5,3,5,5,5,5,5,3,4,4,4,5,5,4,"yes","yes",4.3,3.8,4.4,4,0.92,"Very high human development",1
